pair_id,condition,similarity_score,match_quality,zero_shot_output,grounded_output,zero_factual,grounded_factual,zero_hallucination,grounded_hallucination,factual_gain,halluc_reduction
P01684,neck_swelling,0.5144,high,"Bilkul, main samajh sakta hoon. Maa ji ki symptoms bahut chintit karne wali hain. Tightness aur pain neck aur chest ke saath, aur aankhon mein issue, yeh sab kuchh Alendronate sodium tablets ke side effects ho sakte hain. Ismein jawan hua blood pressure bhi shamil ho sakta hai, aur yeh bhi ho sakta hai ki woh kuchh dard ka ilaaj kar rahi hai.","Mam, main aapko yeh batana chahta hoon ki aapki maa ki hali aur uska breast cancer se guzarne ka hissa aapke case se juda nahi hai. Lekin, is case mein, patient ki maa ki hali aur uska breast cancer se guzarne ka hissa aapke case se juda nahi hai.

Aapki maa ne Alendronate sodium tablets li hain, jo bone health ke liye upyog kiya jata hai. Lekin, is case mein, aapki maa ki hali aur uska breast cancer se guzarne ka hissa aapke case se juda nahi hai.

Aapki maa ne 3 baje tightness aur pain in neck and chest ke saath uthi, phir 5:30 baje mere aankhon mein kuchh issue hua. Lekin, is case mein, aapki maa ki hali aur uska breast cancer se guzarne ka hissa aapke case se juda nahi hai.

Main aapko yeh batana chahta hoon ki aapki maa ki hali aur uska breast cancer se guzarne ka hissa aapke case se juda nahi hai.",1.0,1.0,0.0,0.0,0.0,0.0
P01688,edema,0.5785,high,"Arre bhai, main samajhne ki koshish karunga. Pulmonary hypertension ke saath mucus producing cough bahut common hai. OTC cough suppressant ka upyog karne se thoda relief mil sakta hai, lekin yeh permanent solution nahin hai. Doctor se strong medicine maangne ki zaroorat hai, jaise ki cough suppressants jinka naam morphine hai ya oxygen therapy. Unse hamaare maa ki cough ki tabiyat mein thoda improvement ho sakta hai.","Bhai, maine aapki baat suni hai. Lekin clinical evidence mein kuchh bhi nahi hai jo is baat ka jhutla hai ki patient ko pulmonary hypertension hai. Haan, patient ko HCC aur hemochromatosis hai, aur ek mass right atrium aur IVC mein hai. Mucus producing cough ka koi jikr nahi hai. Isliye, main koi OTC cough suppressant ya strong medicine dehne ka suggestion nahi kar sakta. Aapko doctor se baat karni chahiye.",0.25,1.0,0.0,0.0,0.75,0.0
P01690,swollen_eye,0.441,medium,"Betaab karein, maine suna hai. Khansi aur bhari naak ke saath aankhon se pani aur gooey nikalna bahut bada signal hai. Iske liye humein doctor ko dekhna hoga, lekin aapke bete ko thoda dard aur irritation hoga, isliye humein uske aankhon ko saaf karne ke liye garam bhiga hua kapda ka upyog kar sakte hain. Lekin maine dekha ki uske aankhon me laal chunawala tha, jo kuch bhi ho sakta hai, isliye doctor ko dekhna hoga.","Bete ka case toh aapke bete ka nahi hai, lekin main aapko kuch batata hoon. Aapke bete ko khansi aur bhari naak hai, aur uske aankhon se pani aur gooey nikalta hai. Yeh symptoms aapke bete ka nahi hai, lekin main aapko batata hoon ki aankhon se pani aur gooey nikalna ek common symptom hai ocular cysticercosis ke liye. Aapke bete ka right eye suj gaya hai, lekin yeh aapke bete ka nahi hai, lekin main aapko batata hoon ki visual acuity 6/6 hai, jisse aapke bete ka dikhne ka kaam theek se ho raha hai.",0.25,0.25,0.0,0.0,0.0,0.0
P01695,skin_growth,0.4625,medium,"Beta, aapki samasya ka pata lagane ke liye humein zaroori hai ki aapko doctor ke paas le jayein. Aapke sunn mein bhari pan ka ehsas aur gale mein sujan aur muskil saans lena hai, yeh symptoms bahut serious hain. Aapko chahiye ki aap doctor ke paas jayein aur unhe apne symptoms ke bare mein batayein. Woh aapki check-up karne aur aapko sahi treatment diya ja sakta hai.","Bilkul, main aapki baat samajh gayi hoon. Lekin, aapki symptoms aur mera expertise ke hisaab se, main aapko kahaunga ki aapke symptoms SSPE (Subacute Sclerosing Panencephalitis) ke saath judte hain. Yeh ek serious neurological disorder hai jo measles ke karan hota hai. Aapke symptoms, jaise ki myoclonic jerks, atonic episodes, aur vision loss, SSPE ke saath judte hain.

Aapko zaroorat hai apne doctor se milne ki, aur unhone aapke symptoms ko dekhkar diagnosis karne ki zaroorat hai. Main aapko intezaar karne ki salah nahi de sakta. Aapko jaldi se treatment karwana chahiye.",0.25,0.25,0.0,0.0,0.0,0.0
P01697,swollen_tonsils,0.529,high,"Namaste beta, maine suna. Aapke symptoms bahut hi ghatiya hain. Aapke isharon se lagta hai ki aapko neurological symptoms ho rahe hain, jaise ki dard, palpitations, aur saans lene mein takleef. Mera khayal hai ki aapke is symptoms ke liye aapko neurological consultation ki zaroorat hai.

Aapke isharon se lagta hai ki aapko stroke ke lakshan ho rahe hain, lekin 2D echo karwaya gaya hai aur koi blockage nahi hai. Abhi bhi, aapko neurological symptoms ho rahe hain, jaise ki nerves ka dard aur tonsils ka sujan. Main aapko ek neurological specialist se milne ki salah deta hoon.","Arre bhai, maine suna hai ki aapke paas paroxysmal atrial fibrillation hai, jiska ECG par pramanik hai. Aapke paas chest precordial pain, shortness of breath, nausea, diaphoresis, abdominal pain, aur abhi tak achank se dil ke daura/stroke ke lakshan hain. Aapke paas cerebellar ischemic stroke hai, jiska MRI par pramanik hai. Aapke paas intracranial hypertension bhi hai, jiska ICP monitoring par pramanik hai.",1.0,1.0,0.0,0.0,0.0,0.0
P01700,edema,0.5166,high,"Bilkul, main aapki madad kar sakta hoon. Aapki mother-in-law ki symptoms bahut hi important hain. Ye sab baatein dikhai deti hain ki uski heart ki problem ho sakti hai, lekin CHF (Congestive Heart Failure) ke liye kuch aur symptoms hote hain jaise ki peed ka problem, chest pain, aur bahut saari baar saans lene ka problem. 

Aapki mother-in-law ki diabetes aur overweight bhi heart ki problem ko badhava dete hain. Lekin aapki symptoms ka match karne ke liye, main aapko ek doctor se milne ki suggestion deta hoon.","Arre, main aapko kuchh batata hoon. Aapki mother-in-law ki symptoms aur clinical signs bahut hi similar hain sarcoma ke symptoms ke saath. Spindle aur epithelioid sarcoma ka CT guided core needle biopsy kiya gaya hai aur pathology report bhi aaya hai. Iske alawa, uski chest X-ray mein cardiomegaly aur small bilateral pleural effusions dikhayi gayi hain. Kya aapko pata hai ki sarcoma ka koi cancer treatment hai?",0.0,1.0,1.0,0.0,1.0,1.0
P01702,swollen_tonsils,0.5896,high,"Didi, main aapki baat samajh gaya hoon. Aapke symptoms bahut hi complex hain. Aapke calcium level badhne ke saath, aapke thyroid level bhi kam hai, jo kaafi chinta ka vishay hai. Aapko ek endocrinologist ya parathyroid specialist dekhna chahiye, jo aapke parathyroid gland ki cyst ke liye upchar kar sakta hai. Unhone aapke thyroid ki bhi jaanch kar sakte hain aur aapke symptoms ke liye upchar kar sakte hain.","Bilkul, main samajh rahi hoon. Aapka case bahut hi alag hai. Aapka MRI neeche ki image mein kuch bhi nahi dikha raha hai. Aapka sestamibi scan neeche ki image mein right parathyroid gland par cyst diya hai, lekin aapka case yahaan prastut kiye gaye case se alag hai. Aapka peeth mein nerve pain hai, jisse aapka left shoulder aur left arm mein dard ho raha hai, aur aapka upper thighs aur legs ke joints mein bhi dard ho raha hai. 

Main aapko koi visheshagy dekhne ke liye nahi keh rahi hoon, kyunki aapka case yahaan prastut kiye gaye case se alag hai. Lekin aapko apne PCP se baat karni chahiye aur unse puchna chahiye ki aapko kya karna chahiye.",0.25,0.0,0.0,1.0,-0.25,-1.0
P01705,edema,0.6049,high,"Arre bhai, main samajh gaya. Aapki maa ka condition bahut serious hai. Ye sab symptoms diabetes complications ke liye indicate karte hain, jaise ki renal failure aur heart failure. Unki water retention, saans lene mein dikkat, aur extreme thakan ka karan shayad kidney failure ho sakta hai. Hum unhe doctor se milwane ki zaroorat hai aur unhe proper treatment diya jaye.","Bilkul, main aapki maa ki problem samajhne ki koshish karta hoon. Aapki maa ki creatinine 1.4 hai, GFR 28 hai, microalbumin 22.79 hai, aur urea 86 hai. Ye sab symptoms aortic dissection ke liye indicative hain. Aapki maa ki fasting sugar 169 hai aur PP 220 hai, jo diabetes ke liye indicative hain. 

Aapki maa ki image mein kya hai, main nahin dekh sakta, lekin aapki maa ki symptoms aur lab findings aortic dissection ke liye suggestive hain. Iska kaaran aapki maa ki aortic dissection ho sakta hai.",0.25,0.25,0.0,0.0,0.0,0.0
P01706,edema,0.4645,medium,"Bhai, aapke symptoms bahut hi chintit karne wale hain. CHF (Cardiac Failure) ke baad aapke saans ki takleef aur pairon aur pairo ki sujan ka matlab hai ki aapke dil ki performance thodi kam ho sakti hai. Iska ek possible reason hai ki aapke dil ki wall se related problems ho sakte hain. Main aapko ek cardiologist ke paas jana chahiye aur unse apne symptoms ke baare mein discuss karna chahiye.","Arre bhai, maine dekha hai ki tumhe unstable angina hui thi aur tumhe off-pump coronary artery bypass grafting kiya gaya tha. Ab tumhari saans ki takleef aur pairon aur pairo ki sujan hai. Main kuchh chinta kar sakta hoon ki tumhari left ventricular ejection fraction kam hai (45-40%), jisse tumhe CHF ke karan hospital mein admit hona pada tha. Lekin tumhari clinical signs mein koi chinta karne ki zaroorat nahi hai, tumhari blood pressure normal hai aur tumhari heart rate bhi normal hai.",0.25,0.25,0.0,0.0,0.0,0.0
P01714,skin_rash,0.552,high,"Arre bhai, aapki chinta sahi hai. Ye symptoms bahut serious ho sakte hain. Main aapko kuchh possible reasons batata hoon. Aapka upper right chest mein tight aur stabbing sensation, elbow tak extend hone, skin sensitivity, aur rash - ye symptoms heart attack, angina, ya thoracic outlet syndrome ke symptoms ho sakte hain. Aapko zaroorat se zyada paani peene, thoda kam khane, aur apne haath ko rest karne ki zaroorat hai. Main aapko doctor se meeting karne ki suggestion karta hoon.","Beta, maine dekha hai ki tumhe upper right chest mein tight aur stabbing sensation mehsoos ho rahi hai, aur yeh dard tumhare elbow tak extend ho jati hai. Lekin, maine clinical evidence mein kuchh bhi nahi dekha hai jisse main yeh confirm kar sakun ki yeh symptoms tumhare lung cancer se judi hui hain. Main aapko asani se apne doctor se milne ki salah de sakta hoon.",0.0,1.0,1.0,0.0,1.0,1.0
P01717,swollen_tonsils,0.5265,high,"Namaste Faith ji, main aapki madad karna chahta hoon. Aapke symptoms bahut hi ghatiya hain, jaise ki tight chest, throat ka sujan, aur saans nahi le paana. Yeh symptoms asthma, bronchitis, ya pneumonia jaise bimariyon ka lakshana ho sakte hain. Aapko doctor se milne ki zaroorat hai, woh aapke symptoms ka theek se treatment kar sakte hain.","Namaste Faith ji, main aapko samajhne ki koshish karta hoon. Aapke symptoms, tight chest aur dard ki feeling, throat ki suj, aur saans nahi le paana, ismein subglottic obstruction ka karan ho sakta hai. Clinical Signs mein bhi aapke subglottic semicircular mass ke liye mention kiya gaya hai, jisse 70% subglottic cavity ka obstruction ho raha hai.",0.25,1.0,0.0,0.0,0.75,0.0
P01718,neck_swelling,0.4909,medium,"Namaste Hari ji, main aapko sunne aaya hoon. Aapke gale mein sujan ka dikhayi di gayi hai, jo dard bardasht karne layak hai. Yeh kuchh possible reasons ke liye ho sakta hai, jaise ki gale mein koi infection ho sakti hai ya gale ke muscles mein tension ho sakti hai. Main aapko ek doctor se milne ke liye kahaunga, woh aapki problem ko aur vishleshan karke aapko sahi tareeke se treatment diya ja sakta hai.","Namaste Hari ji, main aapki madad karne aaya hoon. Aapka left side gale mein ek sujan hai, jo 6 cm x 6 cm ki hai. Yeh sujan insidious onset se shuru hua tha aur 12 saal tak aapke paas raha. Iske baad isne 2 mahino mein sudhar se badh gaya hai. Yeh sujan firm, nodular aur nontender hai aur yeh common carotid artery se juda hua hai.",0.0,1.0,1.0,0.0,1.0,1.0
P01722,skin_rash,0.5332,high,"Arre bhai, Preterax ek blood pressure control kiya hai, lekin yeh skin problem ke liye bhi kaaran ho sakta hai. Ye laal dhanne (petechiae) aur skin khujli (itching) ka sign ho sakta hai. Yeh Preterax ke side effect ke liye nahi, lekin yeh kuch aur bhi samasya ho sakti hai. Main aapko dermatologist se milne ki salah dunga, woh aapke pati ki skin problem ko check kar sakte hain.","Bhai, maine aapke case ko padha hai, lekin maine koi jaankari nahin payi ki Preterax se koi skin problem ho sakti hai. Main aapko kuchh bhi nahin keh sakta hoon. Aapka patient Hypogammaglobulinemia ke saath hai aur uske paas progressive left-sided ptosis hai. Iske alawa, koi jaankari nahin hai.",0.0,0.25,1.0,0.0,0.25,1.0
P01723,skin_rash,0.4414,medium,"Arre beta, main samajh gaya. Birth control pill ke kuch side effects ho sakte hain, jaise ki skin reactions, hives, aur bhukhar. Portia aur Apri dono hi estrogen aur progesterone ke combination mein hote hain, jo skin reactions ko trigger kar sakte hain. Aapka non-allergic rhinitis ka diagnosis bhi shayad isse juda ho sakta hai, kyunki hormones ki chaabi mein badlav se aapki skin reactions badh sakti hain.

Aapko kuch cheezein karni hongi: aapko apne doctor se baat karni chahiye aur unhe aapke symptoms ke bare mein batani chahiye. Unhe aapke skin reactions ke liye koi aur treatment kiya ja sakta hai, jaise ki corticosteroid creams ya ointments. Aapko apne doctor se kuch aur options bhi poochhne chahiye, jaise ki hormonal imbalance ko control karne ke liye koi aur treatment.","Bilkul, main aapko batata hoon. Clinical evidence ke anusaar, neonatal compartment syndrome ka karan nahi bataya gaya hai. Lekin hum jante hain ki ismein maternal aur neonatal factors ka yogdan hota hai.

Aapka case neonatal compartment syndrome ka hai, jismein aapke haath aur baahon ki skin me desquamation, leathery appearance aur frank ischemia hai. Ye symptoms severe hain aur aapke doctor ne aapko treatment diya hoga.

Aapka case aur symptoms ke anusaar, main aapko kuchh batata hoon. Aapka case neonatal compartment syndrome ka hai, jismein aapke haath aur baahon ki skin me desquamation, leathery appearance aur frank ischemia hai. Ye symptoms severe hain aur aapke doctor ne aapko treatment diya hoga.",0.0,0.25,1.0,0.0,0.25,1.0
P01726,skin_rash,0.4307,medium,"Bhai, maine suna hai ki aapko azithral 500 ke do dose liye the, aur phir aapko bahut jyada reaction hua. Hotho mein tingling, skin mein problem, saans lene mein dikkat, kaale urine aur stool - yeh sab symptoms bahut chintit karne wale hain.

Hotho mein tingling azithral ke side effects ka sign ho sakta hai, lekin iska koi sure shot evidence nahin hai. Aapke smoking aur alcohol ki aadat bhi ismein role play sakti hai. Main aapko ek dermatologist ya ENT specialist ke paas jaane ki salah deta hoon, jo aapki symptoms ko aur vishleshan kar sake.

Aapko kuch dinon tak iska effect rahega, lekin iska exact samay nahin bataya ja sakta hai. Aapko apne symptoms ko theek karne ke liye kuch dinon tak patience rakhna hoga.","Arre bhai, maine dekha hai ki aapne azithral 500 liya tha, lekin uske baad aapko bahut jyada reaction hua. Skin mein problem, saans lene mein dikkat, kaale urine aur stool, aur hotho mein jalan - yeh sab symptoms kuchh side effects ho sakte hain. Lekin, main hotho mein tingling ke bare mein kuchh nahi de sakta, kyunki yeh evidence mein nahi hai. Aap regularly raat ko smoke aur alcohol lete hain, iska effect aapke hotho mein tingling par hoga ya nahi, yeh bhi nahi pata. Main aapko suggest karta hoon ki aapko apne doctor se baat karni chahiye.",0.25,0.25,0.0,0.0,0.0,0.0
P01727,lip_swelling,0.4295,medium,"Namaste, main aapki baat samajh gaya hoon. Cipralex (escitalopram) anxiety ke liye dawai hai, lekin iske kuch side effects ho sakte hain. Aapki neeche ki hont ka problem, jise ""drooping eyelid"" ya ""ptosis"" kaha jata hai, cipralex ke karan ho sakta hai. Iska karan aapki hont ke muscles mein kam power ho sakti hai.

Main aapko kahaunga ki aapko is dawai ko band karne ki zaroorat nahi hai, lekin aapko apne doctor se milne ke baad hi koi nishkarsh nikal sakta hai. Aapko iske baare mein aur jankari leni chahiye. Ab aapko apne doctor se milne ke liye 4 din ka wait karna padega, isse aapko theek saavdhaan rehne ka mauka milega.","Arre beta, main aapko kuchh samajh nahi sakta. Aapka case yahaan ek kutte ka hai jo giraftar hua hai aur uska TBI aur lung contusion hai. Aapka symptoms aur clinical signs yahaan nahi diye gaye hain. Main aapko kuchh bhi nahi pata, kyonki aapka case kutte ka hai. Main aapko kuchh bhi nahi bat sakta.",0.25,0.25,0.0,0.0,0.0,0.0
P01731,eye_redness,0.5181,high,"Bhai, aapka case serious lagta hai. Yeh red area aur dard ka feeling aapke left eye mein ek possible allergy ya infection ka sign ho sakta hai. Ofloxacin drops use karne se pehle, humein aapke eye ko check karne aur test karne ki zaroorat hai. Main aapko ofloxacin drops ka use karne se pehle doctor se meeting karne ki salah dunga.","Bhai, main aapko kuchh baat bata sakta hoon. Aapka left eye mein endophthalmitis hai aur aapka left eye blind hai. Aapko ofloxacin drops use karne se koi fayda nahi hoga, kyunki aapka left eye mein corneal endothelial cell quality detection mein almost no intact corneal cells dekhne ko mila hai. Aapka left eye ka cornea aur eyeball almost completely destroyed hai.",0.6666666666666666,0.25,0.3333333333333333,0.0,-0.4166666666666666,0.3333333333333333
